silhouette_score,davies_bouldin_score,inertia,num_clusters,mean_density,density_std,min_density,max_density,mean_hull_area,total_hull_area,language_coherence,connected_components,total_edges,largest_component,clustering_coefficient,digit_linearity,overall_linearity,graph_density,mean_degree,num_hubs,digits_found,digit_consistency,letters_found,letter_consistency,input_name,model_name,method_name,languages,timestamp
0.6068,0.4907,0.0245,5,118.0,0.0,118,118,2.996788181230387e-06,1.4983940906151935e-05,0,1,7021,119,1.0,0.9982,0.8213,1.0,118.0,0,10,0,26,0,sample_1,Snowflake-Arctic-Embed2 (Ollama),PHATE,,20250925_122123
