clustering_coefficient,digit_indices,digit_sequence_linearity,graph_density,hub_nodes,input_name,largest_component_size,max_degree,mean_degree,method_name,metric_type,model_name,num_components,num_edges,num_hubs,overall_linearity,timestamp,transitivity
0.8444444444444444,,,,,ASCII-words,6,,,PHATE,connectivity_graph,Sentence-BERT Multilingual,1,12,,,20250924_153504,
,,0,,,ASCII-words,,,,PHATE,linearity_analysis,Sentence-BERT Multilingual,,,,1.0,20250924_153504,
,,,0.8,,ASCII-words,,5,4.0,PHATE,topology_analysis,Sentence-BERT Multilingual,,,0,,20250924_153504,0.7894736842105263
